app_detail_url	country	created_for	data_sources	developers	lang	platforms	source_code_url	summary	technology	title	url
http://data.london.gov.uk/datastore/applications/crime-rates-type-and-borough-visualization	United Kingdom		[Crime Rates, Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/crime-rates-borough]		EN			This vizualisation by Agnieszka Krajetzka, uses maps and charts to show crime rates by type and borough since 1999-2000. 		Crime Rates by Type and Borough Visualization	http://russiansphinx.blogspot.co.uk/2013/10/crime-in-london.html	
http://data.london.gov.uk/datastore/applications/language-map-london-2011-census	United Kingdom		[First Language Spoken at Home, Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/first-language-spoken-home-borough]		EN			This map of Most Commonly Spoken Language (Excluding English) was created by Guy Lansley from UCL. It uses data from the 2011 Census at output area. Click on the map to open a low-res PDF version.  Download the high-res version. Follow Guy Lansley on Twitter.		Language Map of London (2011 Census)	http://www.geog.ucl.ac.uk/about-the-department/people/academic-staff/academic-staff/guy-lansley/	
http://data.london.gov.uk/datastore/applications/london-cycling-census-map	United Kingdom		[Travel to Work by Bicycle, Ward (None, United Kingdom) http://data.london.gov.uk/datastore/package/travel-work-bicycle-ward]		EN			The 'London Cycling Census Map' created by Oliver O'Brien from CASA contains traffic flow data for central London, which allows comparisons of movements of bicycles with other types of vehicle including cars, buses, taxis and lorries.		London Cycling Census Map	http://casa.oobrien.com/traffic/?layers=0BT	
http://data.london.gov.uk/datastore/applications/custom-age-tool-ons-mid-year-population-estimates	United Kingdom		[Office for National Statistics (ONS) Population Estimates, Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/office-national-statistics-ons-population-estimates-borough]		EN			August 2013Excel Age-Range creator for Office for National Statistics (ONS) Mid year population estimates (MYE) covering each year between 1999 and 2012These files take into account the revised estimates for 2002-2010 released in April 2013 down to Local Authority level and the post 2011 estimates based on the Census results. Scotland and Northern Ireland data has not been revised, so Great Britain and United Kingdom totals comprise the original data for these plus revised England and Wales figures.This Excel based tool enables users to query the single year of age raw data so that any age range can easily be calculated without having to carry out often complex, and time consuming formulas that could also be open to human error. Simply select the lower and upper age range for both males and females and the spreadsheet will return the total population for the range. Please adhere to the terms and conditions of supply contained within the file.Tip: You can copy and paste the rows you are interested in to another worksheet by using the filters at the top of the columns and then select all by pressing Ctrl+A. Then simply copy and paste the cells to a new location.ONS Mid year population estimates Open Excel tool (London Boroughs, Regions and National, 1999-2012)Also available is a custom-age tool for all geographies in the UK. Open the tool for all UK geographies (local authority and above) for: 2010, 2011, and 2012.This full MYE dataset by single year of age (SYA) age and gender is available as a Datastore package at the link below.The London boroughs are: City of London, Barking and Dagenham, Barnet, Bexley, Brent, Bromley, Camden, Croydon, Ealing, Enfield, Greenwich, Hackney, Hammersmith and Fulham, Haringey, Harrow, Havering, Hillingdon, Hounslow, Islington, Kensington and Chelsea, Kingston upon Thames, Lambeth, Lewisham, Merton, Newham, Redbridge, Richmond upon Thames, Southwark, Sutton, Tower Hamlets, Waltham Forest, Wandsworth, Westminster. 		Custom Age Tool for ONS Mid-Year Population Estimates	http://data.london.gov.uk/visualisations/ons-mye-custom-age-tool.xls	
http://data.london.gov.uk/datastore/applications/interactive-map-indices-deprivation	United Kingdom		[Indices of Deprivation 2010 (None, United Kingdom) http://data.london.gov.uk/datastore/package/indices-deprivation-2010]		EN			JULY 2013This interactive map of London created by James Trimble shows Indices of Multiple Deprivation data for 2010 (IMD 2010). Each of the domains are mapped at LSOA level over a Google maps background, and a local summary appears when an LSOA is seleced.		 Interactive Map of Indices of Deprivation	http://ukdataexplorer.com/imd/	
http://data.london.gov.uk/datastore/applications/london-business-demography-report	United Kingdom		[Business Demographics and Survival Rates, Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/business-demographics-and-survival-rates-borough]		EN			MAY 2013London Business Demography ReportAston University have carried out research into London’s business demographics to support the development of the London Enterprise Panel’s Jobs and Growth plan. This research was funded by the London Enterprise Panel and European Social Fund and is now available to users of the London Datastore. A spread sheet containing the data used to make the charts within the report is also available.Report (PDF)Data (XLS)		London Business Demography Report	http://www.london.gov.uk/sites/default/files/Jobs%20%26%20Growth%20Plan%20for%20London.pdf	
http://data.london.gov.uk/datastore/applications/geodemographics-housing	United Kingdom		[Indices of Deprivation 2010 (None, United Kingdom) http://data.london.gov.uk/datastore/package/indices-deprivation-2010]		EN			Geodemographics of Housing in Great Britain, a new visualisation in the style of Charles Booth's map.Created by Oliver O'Brien from UCL CASA.These innovative maps present Indices of Deprivation 2010, and the Output Area Classication (OAC) data. 		Geodemographics of Housing	http://casa.oobrien.com/booth/?zoom=11&lat=51.5&lon=-0.1&layers=B000FTFT#	
http://data.london.gov.uk/datastore/applications/custom-age-tool-gla-population-projections-ward	United Kingdom		[GLA Ward-Level Population Projections 2009 Round (revised), London Plan (None, United Kingdom) http://data.london.gov.uk/datastore/package/gla-ward-level-population-projections-2009-round-revised-london-plan], [GLA Ward-Level Population Projections 2010 Round, SHLAA (None, United Kingdom) http://data.london.gov.uk/datastore/package/ward-popproj-2010rnd-shlaa], [GLA Ward-Level Population Projections 2011 Round, SHLAA, High Fertility Variant  (None, United Kingdom) http://data.london.gov.uk/datastore/package/gla-ward-level-population-projections-2011-round-shlaa-high-fertility-variant], [GLA Ward-Level Population Projections 2011 Round, SHLAA, Standard Fertility (None, United Kingdom) http://data.london.gov.uk/datastore/package/gla-ward-level-population-projections-2011-round-shlaa-standard-fertility], [GLA Ward-Level Population Projections 2012 Round, SHLAA-Based (None, United Kingdom) http://data.london.gov.uk/datastore/package/gla-2012rnd-SHLAA-ward-proj], [GLA Ward-Level Population Projections 2012 Round, SHLAA-Based, Trend-Constraint Variant (None, United Kingdom) http://data.london.gov.uk/datastore/package/gla-2012rnd-trend-ward-proj], [GLA Demographic Projections (None, United Kingdom) http://data.london.gov.uk/datastore/package/gla-demographic-projections]		EN			April 2013Excel Custom Age-Range Tool for GLA Projections DataThis Excel based tool enables users to query the single year of age raw data so that any age range can easily be calculated without having to carry out often complex, and time consuming formulas that could also be open to human error.This dataset by age band and gender is available as a Datastore package at the link below.How to use the tool: Simply select the lower and upper age range for both males and females and the spreadsheet will return the total population for the range.  Tip: You can copy and paste the wards you are interested in to another worksheet by clicking: Edit then Go To, then Special, and Visible cells only. Then simply copy and paste the cells to a new location.These spreadsheets will automatically ensure that figures are rounded to the nearest 50 and that age groups are aggregated to a minimum of five years.Data at any smaller disaggregation would not be robust enough for public consumption.Warning: The following files are around 35MB, and may take some time to download depending on your bandwidth.The London boroughs are: City of London, Barking and Dagenham, Barnet, Bexley, Brent, Bromley, Camden, Croydon, Ealing, Enfield, Greenwich, Hackney, Hammersmith and Fulham, Haringey, Harrow, Havering, Hillingdon, Hounslow, Islington, Kensington and Chelsea, Kingston upon Thames, Lambeth, Lewisham, Merton, Newham, Redbridge, Richmond upon Thames, Southwark, Sutton, Tower Hamlets, Waltham Forest, Wandsworth, Westminster. GLA 2008 round (High) Ward Projections (March 2009) (SUPERSEDED)GLA 2009 round (revised) London Plan Ward Projections (August 2010) (SUPERCEDED)GLA 2010 round SHLAA Ward Projections (February 2011) (SUPERCEDED)GLA 2011 round SHLAA Standard Ward Projections (January 2012) (SUPERCEDED)GLA 2011 round SHLAA High Ward Projections (January 2012) (SUPERCEDED)GLA 2012 round SHLAA based Ward Projections (March 2013) (XLS)GLA 2012 round SHLAA Trend based Ward Projections (March 2013) (XLS)		Custom Age Tool for GLA Population Projections, Ward	http://data.london.gov.uk/visualisations/2008-round-high-ward-sya-custom-age-tool.xls	
http://data.london.gov.uk/datastore/applications/london-jigsaw-app	United Kingdom				EN			A dazzling new app for iPhone and iPad plays with London’s geography in ways  that’ll have you gawping with delight. London Jigsaw scrambles up the prominent features of the  capital; it’s your job to drag them back to their appropriate locations.The  interactive puzzle is beautifully produced, with textured objects and  cute sound effects. Each level is  timed, allowing you to challenge previous high scores and link up to  the Games Centre for global high scores.The app also has a fascinating back story…The  puzzle’s creator, Catherine MacArthur, took early retirement from  teaching in Haringey and Waltham Forest to put the app together. She got  the idea from old ‘Victory’ puzzle maps of the British Isles. As she  explains…Catherine  first tried building a map of England and Wales from wood, with a  geological layer for the base and placeable county pieces for the jigsaw  layer. Her beautiful prototype is shown in the gallery above. But then  Catherine recovered, went back to work and the project fell fallow.It’s one of the  most inventive London-themed apps we’ve seen, and we’d encourage anyone  with a suitable device to give it a try. It’s not only great fun, but an  intelligent way to get a better handle on how our city is put together.  We’d love to put this in front of the mayoral candidates and see which  of them can do the borough challenge the quickest.Text taken from an article in The Londonist.		The London Jigsaw App	http://itunes.apple.com/gb/app/london-jigsaw/id466703254?mt=8	
http://data.london.gov.uk/datastore/applications/multi-dataset-index-tool	United Kingdom		[Ward Profiles and Atlas (None, United Kingdom) http://data.london.gov.uk/datastore/package/ward-profiles-and-atlas]		EN			Do you have a number of different datasets that you would like to get an overall picture of what they’re telling you but don’t have the time or Excel skills to do it?With data becoming both more central to a wider variety of roles, and also much more widely available, assistance is often required to instantly ‘get a feel’ for what a number of datasets of interest show. The GLA Multi-Dataset Index Tool allows you to do this.This is a unique free Excel-based tool that can combine a number of seemingly disparate London ward-level datasets of your choice into a single hybrid dataset for simple analysis and visualisation.It works by converting your data into values which are then comparable within each dataset and also across all datasets; this then not only allows you to compare datasets with one another but to average the ward values of each dataset to create the hybrid overall dataset.  A video walkthrough of how the tool works using sample data is shown below:Advantages of the tool include:To create your own tool, all you need are the datasets you wish to use (at London ward level) and the blank Multi Dataset Index Tool (download here). Follow the step by step process outlined in the walkthrough video below and your tool will be up and running in minutes. Further detailed information about how the tool works is included hereIf there are any comments or questions, please contact Richard Fairchild. Copyright notice: If you publish any of the maps included in the tool, a copyright notice must be included within the report saying: "Contains Ordnance Survey data © Crown copyright and database rights 2012." Macros - The tool works in any version of Excel. But the user MUST ENABLE MACROS for the features to work.  To check whether the macros are enabled in Excel 2003 click Tools, Macro, Security and change the setting to Medium. Then you have to re-start Excel for the changes to take effect. When Excel starts up a prompt will ask if you want to enable macros - click yes.In Excel 2007 and later, it should be set by default to the correct setting, but if it has been changed, click on the Windows Office button in the top corner, then Excel options (at the bottom), Trust Centre, Trust Centre Settings, and make sure it is set to 'Disable all macros with notification'. Then when you open the spreadsheet, a prompt labelled 'Options' will appear at the top for you to enable macros. 		Free Data Visualisation Tool from the GLA	http://data.london.gov.uk/visualisations/MDIT/Borough.JPG	
http://data.london.gov.uk/datastore/applications/london-2012-election-cartograms	United Kingdom		[London Elections Results 2012, Wards, Boroughs, Constituency (None, United Kingdom) http://data.london.gov.uk/datastore/package/london-elections-results-2012-wards-boroughs-constituency]		EN			Some ward results from the 2012 London Elections have been been mapped using population cartograms, by Benjamin D. Hennig based at the University of Sheffield. Read his analysis and more about the maps on his website.		London 2012 Election Cartograms	http://www.viewsoftheworld.net/?p=2217	
http://data.london.gov.uk/datastore/applications/focus-london-skills	United Kingdom		[Qualifications of Working Age Population (GCSE), Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/qualifications-working-age-population-gcse-borough]		EN			 FOCUSONLONDON2012: SKILLS:DEGREESOFQUALIFICATION London’s diverse economy, and status as one of the most important cities in the world calls for a highly skilled workforce. Qualifications are considered an important predictor of success in a labour market. This edition of Focus on London, authored by Slawek Kozdras, explores the skills and qualification levels of young people before moving on to an analysis of adults’ qualifications and the skills that different occupations in London require. This report is the seventh release of the Focus on London series. To contact the team or subscribe to the Focus on London mailing list get in touch by email to intelligence@london.gov.uk or tel 020 7983 4658. For more useful daily facts, follow GLA Intelligence on  PRESENTATION: This interactive presentation focuses on achievements of 15 year olds, and compares trends of GCSE results in London, and England, with results in the OECD PISA tests, and shows that while GCSE results are still rising sharply, results in the PISA tests have a slight downward trend in London and the UK. Click on the start button at the bottom of the slide to access.		Focus on London - Skills	http://data.london.gov.uk/focus-on-london	
http://data.london.gov.uk/datastore/applications/londons-daytime-population	United Kingdom		[Daytime Population, Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/daytime-population-borough]		EN			Dr Alasdair Rae, Lecturer in the Department of Town and Regional Planning at the University of Sheffield has created this infographic of the daytime population data. For more about this infographic see Alasdair's blog, Under the Raedar.		London's Daytime Population	http://ajrae.staff.shef.ac.uk/	
http://data.london.gov.uk/datastore/applications/focus-london-poverty	United Kingdom		[Workless Households, Borough (None, United Kingdom) http://data.london.gov.uk/datastore/package/workless-households-borough]		EN			 FOCUSONLONDON2011: POVERTY:THEHIDDENCITY One of the defining features of London is that it is a city of contrasts. Although it is considered one of the richest cities in the world, over a million Londoners are living in relative poverty, even before the additional costs of living in the capital are considered. This edition of Focus on London, authored by Rachel Leeser, presents a detailed analysis of poverty in London that reveals the scale and distribution of poverty in the capital. This report is the sixth release of the Focus on London series. To contact the team or subscribe to the Focus on London mailing list get in touch by email to intelligence@london.gov.uk or tel 020 7983 4658.  For more useful daily facts, follow GLA Intelligence on Twitter. PRESENTATION: What do we mean by living in poverty, and how does the model affect different types of families? This interactive presentation provides some clarity on a complex concept. Click on the start button at the bottom of the slide to access.		Focus on London - Poverty	http://data.london.gov.uk/focus-on-london	
