app_detail_url	country	created_for	data_sources	developers	lang	platforms	source_code_url	summary	technology	title	url
http://www.dati.gov.it/content/stato-di-salute-online	Italy	Azienda Sanitaria Locale della Provincia di Milano 1			IT	Web		Questo progetto iniziato dalla ASL della Provincia di Milano 1 che consente un accesso semplificato ad informazioni aggiornate quasi in tempo reale, riducendo i tempi di accesso all’informazione che gli strumenti a stampa necessariamente hanno, è in linea con la riforma del Codice dell’Amministrazione Digitale (D. Lgs. n. 235/2010), con cui il Legislatore ha inteso recepire espressamente la dottrina dell’Open Data, sollecitando le Amministrazioni ad aprire il proprio patrimonio informativo.Avere dati disponibili di buona qualità (e i dati epidemiologici sono la chiave interpretativa di molti dei fenomeni che determinano lo stato di salute di una popolazione), il cui accesso sia semplice e la cui lettura sia semplificata fa si che l’evoluzione del concetto di trasparenza, che si concretizza nella possibilità per la collettività di accedere liberamente all’informazione, si combini con la valorizzazione e la fruibilità dell’informazione. Questa interazione più che moltiplicativa permette di rendere trasparenti e condivise le scelte operate dalle pubbliche amministrazioni con la consapevolezza che le scelte operate in un ambito specifico, come quello relativo alla salute influenzano, e modificano azioni in ambiti anche molto differenti.L’Open Data – l’accesso libero all’informazione - traccia uno scenario nuovo di interazione tra la pubblica amministrazione, il cittadino e tutte le forme di aggregazione di portatori di interesse, basato sulla fiducia e sulla compartecipazione alle scelte e alle decisioni, che configura una nuova dottrina: l’Open Governmet. Con l’Open Goverment il cittadino dispone delle informazioni per valutare le azioni dell’amministrazione e per proporre alternative partecipando e condividendo le proprie opinioni.Il modello del sito che state visitando, messo a punto dalla ASL Milano 1 - Osservatorio epidemiologico e registri specializzati - in collaborazione con l'editore Zadig, può essere utilizzato da tutte le ASL della Lombardia e di altre regioni italiane.http://atlanteonline.aslmi1.mi.it/		Stato di Salute ONline	http://atlanteonline.aslmi1.mi.it/	
http://www.dati.gov.it/content/bagnanti-informati-arpal	Italy	ARPAL - Agenzia Regionale per la Protezione dell'Ambiente Ligure			IT	Android		La Stagione Balneare in Liguria inizia il 1° Maggio e termina il 30 Settembre.ARPAL esegue i controlli per la verifica della qualità delle acque di balneazione, dal 1° aprile al 30 settembre, sui 373 tratti in cui è stata suddivisa la costa balneabile ligure, con cadenza mensile salvo frequenze più ravvicinate in caso di emergenze o "non conformità" (ossia quanto prescritto dalla normativa vigente secondo i criteri e le metodologie stabilite dal D.Lgs. 116/08 ssm mm. e ii).L'applicazione permette di consulta la situazione della balneabilità per le coste liguri. Selezionata la località d’interesse, per ogni punto di rilevamento del comune viene data l'indicazione sulla balneabilità.		Bagnanti informati - ARPAL	https://play.google.com/store/apps/details?id=appinventor.ai_enricabongio.BagnantiInformati	
http://www.dati.gov.it/content/sigevi-arpal	Italy	ARPAL - Agenzia Regionale per la Protezione dell'Ambiente Ligure			IT	Android		Il Sistema Informativo di GEstione delle Verifiche Impiantistiche – SIGEVI – è lo strumento che permette a tutti i soggetti interessati di consultare la situazione aggiornata degli impianti, lo stato di avanzamento delle verifiche ed effettuare direttamente online la richiesta dei controlli. Sulla base di quanto previsto dalla nuova normativa, infatti, è stato perfezionato questo sistema a supporto dell’operatività di tutti i soggetti coinvolti a vario titolo nelle funzioni previste:Il Datore di lavoro invia ad Arpal, direttamente attraverso il sistema, le proprie richieste di verifica e può accedere per visionare gli esiti delle stesse.ASL accede per visionare tutto quanto è relativo alle aziende del proprio territorio di competenza.I soggetti abilitati caricano e visionano le verifiche proprie.		SIGeVI - ARPAL	https://play.google.com/store/apps/details?id=com.wSIGeVI&feature=search_result#?t=W251bGwsMSwyLDEsImNvbS53U0lHZVZJIl0.	
http://www.dati.gov.it/content/mobilemap-trapani	Italy	Provincia Regionale di Trapani			IT	Android		L’applicazione “MobileMap Trapani” consente, sia ai cittadini che ai tecnici (liberi professionisti e dipendenti di Enti Pubblici), di visualizzare ed analizzare le informazioni su infrastrutture e punti di interesse presenti sul territorio (scuole, strade, aree di protezione civile, strutture ricettive, strutture sanitarie, ecc.) correttamente sovrapposte con le cartografie tecniche.Le recenti Direttive Europee e la Legislazione Nazionale, valorizzano il patrimonio informativo pubblico quale strumento di trasparenza dell’attività amministrativa, diffusione della conoscenza, nonché come elemento da impiegare per lo sviluppo economico e sociale del territorio chiamando le Amministrazioni pubbliche ad intraprendere iniziative di Open Government.Alcune recenti norme impongono, tra l’altro, la pubblicazione dei dati pubblici in modalità di “Open Data” per rispondere a molteplici finalità: rendere l'amministrazione trasparente, attraverso la diffusione delle informazioni relative al suo funzionamento; migliorare la qualità della vita dei cittadini; dare impulso all'economia dell'immateriale, in considerazione del grandissimo valore delle informazioni formate e detenute da istituzioni e amministrazioni.L’Amministrazione Provinciale, recependo il ruolo strategico delle tecnologie dell’informazione e delle telecomunicazioni (ICT) ed aggiornata sulle recenti norme, ha già avviato diversi progetti volti all’innovazione tecnologica; tra essi da ricordare il Portale Cartografico Provinciale ed il Portale “Open-Data”, che con l’ausilio di servizi Web-Gis pubblicano dati e tematismi legati alla pianificazione territoriale.		MobileMap Trapani	https://play.google.com/store/apps/details?id=it.geofunction.mobilemaptrapani	
http://www.dati.gov.it/content/fiere-lombardia	Italy	Regione Lombardia			IT	Android		"Fiere in Lombardia" permette di essere informati su tutti gli eventi fieristici programmati sul territorio regionale.Caratteristiche:- Data di inizio e fine, qualifica e destinatari di oltre 150 fiere in tutta la Lombardia- Pratica interfaccia di visualizzazione e ricerca delle fiere- Su Android 4.0+, tramite un interfaccia semplice e intuitiva, è possibile inserire la fiera nel proprio calendario (l'applicazione ti avvertirà inoltre se hai già impegni in quei giorni). Su Android 2.2 e 2.3 invece è possibile impostare un allarme in modo da essere notificati prima dell'inizio della fiera.- L'applicazione funziona su tutti i dispositivi con Android maggiore di 2.2 ed è ottimizzata per Android versione 4.0.I dati vengono scaricati dal sito https://dati.lombardia.it/Licenza IODL 2.0: http://www.dati.gov.it/iodl/2.0/		Fiere in Lombardia	http://www.windowsphone.com/it-it/store/app/fiere-in-lombardia/9b3a40c5-94f7-4c57-add7-47e93fce4119	
http://www.dati.gov.it/content/musei-lombardia	Italy	Regione Lombardia			IT	Android		Con "Musei in Lombardia" puoi scoprire tutti i musei della Lombardia!Caratteristiche:- Indirizzo, orari di apertura, servizi e informazioni sull'accessibilità ai disabili di oltre 230 musei in tutta la Lombardia- Pratica interfaccia di ricerca dei musei- Tramite un interfaccia semplice e intuitiva è possibile chiamare direttamente il museo, visitarne il sito web, condividere le informazioni con i proprio amici attraverso tutti i social network e anche farsi guidare direttamente fino al museo.- L'applicazione funziona su tutti i dispositivi con Android maggiore di 2.2 ed è ottimizzata per Android versione 4.0. Inoltre si adatta automaticamente a smartphone e tablet di tutte le dimensioni, senza pregiudicare l'usabilità dall'applicazione.I dati vengono scaricati dal sito https://dati.lombardia.it/Licenziante: Regione LombardiaLicenza IODL 2.0: http://www.dati.gov.it/iodl/2.0/Il codice sorgente dell'applicazione è disponibile sotto licenza Apache:https://bitbucket.org/rciovati/museums-in-lombardy		Musei in Lombardia	https://play.google.com/store/apps/details?id=it.rciovati.mappamusei&hl=it	
http://www.dati.gov.it/content/pocket-numana	Italy	Comune di Numana			IT	Android, iOS		L'app per scoprire Numana e la Riviera del Conero, realizzata con il patrocinio del Comune di Numana.Tutto ciò che devi sapere per trasformare la tua vacanza in un’esperienza completa e indimenticabile, racchiuso in un’unica applicazione! Ce n’è per tutti: arte e cultura, mare e natura, shopping, sport, locali, aggiornamento costante degli eventi, news sempre fresche, promozioni, offerte ma anche una guida turistica 3D del centro storico, mappe interattive, localizzatore per le strutture ricettive e tanto altro ancora!		Pocket Numana	https://itunes.apple.com/us/app/pocket-numana/id649520025?l=it&ls=1&mt=8	
http://www.dati.gov.it/content/maranello-dintorni	Italy	Comune di Maranello			IT	Android, iOS		Una vera e propria guida turistica sempre a portata di mano, che permette di scoprire il territorio in modo semplice e coinvolgente, offrendo informazioni aggiornate e accoglienza turistica per visitatori e cittadini in movimento tra Maranello e i suoi dintorni: Fiorano e Formigine.		Maranello & dintorni	https://itunes.apple.com/us/app/maranello-dintorni/id616645806?mt=8	
http://www.dati.gov.it/content/opensalute-0	Italy	Ministero della Salute			IT	Windows Phone		OpenSalute utilizza gli Open Data del Ministero della Salute Italiano per permettere agli utenti di cercare farmacie, parafarmacie, sedi ASL, Distributori, Stabilimenti riconosciuti in base ai regolamenti 853/2004 e 1069/2009, ed inoltre per ottenere dettagli sui farmaci senza obbligo di ricetta più venduti, prodotti fitosanitari e dispositivi medici. OpenSalute usa l'accesso ad Internet e la tua posizione per migliorare l'esperienza di visualizzazione, questa informazione può essere memorizzata e condivisa. La tua privacy è per noi importante pertanto puoi comunque disabilitare i Servizi di Localizzazione nella pagina delle impostazioni.		OpenSalute	http://apps.microsoft.com/windows/app/opensalute/a0f9aa01-7df7-452c-b438-5e1215fd2880	
http://www.dati.gov.it/content/comunediloreggia	Italy	Comune di Loreggia (PD)			IT	Android		Applicazione Android del Comune di Loreggia.Applicazione semplice che racchiude alcune scorciatoie per contattare e avere notizie dal Comune di Loreggia.A causa del costo di pubblicazione si è rimasti nel S.O. Android, ma non nei Market Ufficiali.ISTRUZIONI PER L'INSTALLAZIONE (se già installata, disinstalla la precedente!)Scarica gratuitamente la nuova Applicazione del "Comune di Loreggia" per il tuo smartphone/tablet Android cliccando sul seguente link:http://www.comune.loreggia.pd.it/files/ComunediLoreggia.apk .Il browser presente sul telefono potrebbe dare dei problemi di visualizzazione del file da scaricare.In questo caso, se non parte il download, aprilo con un altro browser scaricabile dall'Android Market (ad es. Opera Web Browser , se non è presente tra le applicazioni installate nel tuo dispositivo, potrai scaricarlo gratuitamente dal Google Play Market  cliccando sul seguente link:https://play.google.com/store/apps/details?id=com.opera.brhttps://play.g... ).Nel caso in cui il file fosse scaricato direttamente nella cartella Download del proprio dispositivo, vai alla cartella, seleziona il file scaricato "http://www.comune.loreggia.pd.it/files/ComunediLoreggia.apk" e aprilo per procedere con l'installazione.(assicurati di aver attivo il flag sulle impostazioni per autorizzare l'installazione di applicazioni da origini sconosciute).Altri browser alternativi gratuiti, se compatibili con il tuo dispositivo:Mozilla FirefoxClicca sui seguenti link: Mozilla Firefox beta: https://play.google.com/store/apps/details?id=org.mozilla.firefox_beta oppure Mozilla Firefox:https://play.google.com/store/apps/details?id=org.mozilla.firefox .Buona navigazione nel sito del Comune di Loreggia!		ComunediLoreggia	http://www.comune.loreggia.pd.it/?q=node/611	
http://www.dati.gov.it/content/romascuola	Italy				IT	Web		ROMaScuola è pensato per rendere gli Opendata uno strumento utile e alla portata di tutti. Conoscere le informazioni sugli istituti del proprio territorio, i finanziamenti, le attività svolte e la qualità della formazione, permette ai cittadini di compiere scelte più consapevoli. Non solo, mettere i propri servizi in chiaro è ciò che rende una scuola trasparente e responsabile nel suo operato. E più un istituto è trasparente, più la fiducia dei cittadini verso tale istituto e le sue attività aumenta. Ottemperare ai principi Open Government di openness e accountability non significa soltanto considerare la partecipazione civica un bene per principio, ma anche costruire i mezzi affinché questa partecipazione sia fondata sulla conoscenza di informazioni ricavate dai dati come bene pubblico.		RomaScuola	http://lab.evodevo.it/romascuola/	
http://www.dati.gov.it/content/seggi-elettorali-comune-di-bari	Italy	Comune di Bari (assessorato all'innovazione tecnologica)			IT	Android		APP REALIZZATA DAGLI STUDENTI DEL CORSO PER SVILUPPATORE ANDROID di Sudformazione srl - prima iniziativa in Italia sulla formazione android che coinvolge le aziende.(Icona e parte grafica realizzata dai ragazzi del corso Design Creativo)Seggi Elettorali è l'applicazione che utilizza i data set del nuovo portale Open Data del Comune di Bari.Selezionando la propria sezione elettorale di appartenenza, l' applicazione consente di visualizzare l'indirizzo e il nome dell'istituto scolastico che ha funzione di seggio.Con il pulsante "naviga" si procede alla localizzazione e al calcolo del percorso per raggiungere il seggio d'interesse.Il pulsante "news" consente la visualizzazione delle notizie del portale del Comune di Bari (Bandi, Gare, Elezioni ecc.).		Seggi elettorali Comune di Bari	https://play.google.com/store/apps/details?id=com.sudformazione.appcomunebari&feature=search_result#?t=W251bGwsMSwyLDEsImNvbS5zdWRmb3JtYXppb25lLmFwcGNvbXVuZWJhcmkiXQ..	
http://www.dati.gov.it/content/usiena-orientati	Italy	Università degli Studi di Siena			IT	Android, iOS		USiena orientati è la app ufficiale di orientamento dell'Università di Siena.Partendo dal proprio progetto professionale o culturale gli studenti possono scoprire i corsi di studio più adatti alla costruzione del proprio futuro.Con USiena è possibile:- consultare i piani di studio dei corsi di laurea e laurea magistrale a ciclo unico- vedere i video orientati al tuo percorso- conoscere i servizi online e quelli allo sportello, le agevolazioni economiche (borse di studio, residenze e mense) e le opportunità (erasmus, lavoro all'università, sport, cultura)- conoscere la localizzazione delle sedi e il percorso per arrivarci- scoprire la città e le sue tradizioni		USiena orientati	https://itunes.apple.com/it/app/usiena/id600544394?mt=8	
http://www.dati.gov.it/content/quilombardia	Italy	Regione Lombardia			IT			Oltre 9000 punti di interesse divisi tra: Agriturismi, Biblioteche, Fiere, Mercati, Musei, Ostelli e Distributori di benzina, Tutti catalogati e divisi per provincia.Ogni punto di interesse è correlato da una pratica scheda esplicativa che permette, oltre ad ottenere le informazioni essenziali, di :Conoscere l'esatta distanza dalla nostra posizione.Ottenere precise indicazioni stradali* attraverso l'applicazione nativa Mappe, Navigon, Tom Tom, Waze o Google Maps.Condividere via mail o stampare tutte le specifiche del punto a cui siamo interessati.Segnare in calendario l'evento in modo da organizzare le vostre gite.Contattare il punto di interesse tramite mail, sito web o telefono (ove previsto).Possibilità di ricercare i luoghi nei punti di interesse.Possibilità di commentare e votare i singoli punti di interesse.All'interno dell'applicazione sarà possibile inoltre:Visualizzare i punti di interesse sulla mappa sia singolarmente che raggruppati per provincia.Conoscere in tempo reale il meteo della provincia a cui siamo interessati.Consultare un'interessante wiki sulla provincia.quiLombardia l'applicazione da avere sempre in tasca.Altri punti di interesse verranno aggiunti periodicamente nel tempo, in costante aggiornamento.Tutte le principali informazioni sono sempre disponibili senza che sia necessario avere accesso a una connessione rete internet.** * La funzione di geocalizzazione necessita di un dispositivo dotato di chip GPS.** Le funzioni Meteo, Wiki, e Visualizzazione mappe necessitano connessione Wifi o 3G.Tutti i dati contenuti nell’applicazione sono distribuiti dalla Regione Lombardia tramite il portale dati.lombardia.it e utilizzati nel rispetto della licenza IODL 2.0		quiLombardia	https://itunes.apple.com/it/app/quilombardia/id550146909?mt=8	
http://www.dati.gov.it/content/censimento-della-popolazione	Italy	ISTAT			IT	Android		"Censimento della popolazione" è un'applicazione per smartphone Android realizzata dall'Istat che consente di accedere istantaneamente ai dati ufficiali della popolazione legale del 15° Censimento della popolazione e delle abitazioni.Scrivendo il nome di un comune, di una provincia o di una regione si ottengono i relativi dati della popolazione suddivisa per sesso, cittadinanza e fasce di età.I dati sono visualizzati anche attraverso diverse tipologie di grafici che consentono un immediato confronto con il dato nazionale.Caratteristiche:- dati ufficiali Istat della popolazione legale dal 15° Censimento della popolazione e delle abitazioni- dati disponibili a livello di comune, provincia e regione- suddivisione della popolazione per cittadinanza, sesso e fasce di età- visualizzazione dei dati attraverso grafici e confronto con il dato nazionale- accesso ai dati anche in assenza di connessione Internet		Censimento della popolazione	https://play.google.com/store/apps/details?id=it.istat.popleg	
http://www.dati.gov.it/content/parkto	Italy	Comune di Torino			IT	Windows Phone		Con ParkTO avrete la possibilità di conoscere sempre la disponibilità dei parcheggi nella città di Torino. Infatti Basandosi su open-data di 5T Torino sarà possibile conoscere in tempo reale i parcheggi liberi/occupati e il percorso per raggiungerli.		ParkTO	http://www.windowsphone.com/s?appid=710d73aa-8f6a-4786-b472-00207b979442	
http://www.dati.gov.it/content/ferraramobile	Italy	Comune di Ferrara			IT	iOS		L'applicazione di mobilità, viabilità e parcheggi di FerraraTUA e del Comune di Ferrara. Permette di conoscere il numero di parcheggi liberi in tempo reale, la loro posizione geografica, il posizionamento dei varchi di accesso alla ZTL e numerose notizie relative alla viabilità e ai cantieri. Consente inoltre di inviare segnalazioni fotografiche all'Ufficio Relazioni con il Pubblico del Comune di Ferrara.		FerraraMobile	https://itunes.apple.com/it/app/ferraramobile/id586540115?mt=8	
http://www.dati.gov.it/content/lombardiatour	Italy	Regione Lombardia			IT	Web		Lombardiatour è una web app per la localizzazione dei beni culturali della Lombardia.Dall'applicazione è possibile cercare le attrazioni per tipologia, trovare quelle più vicine, visualizzare informazioni del bene cercato; inoltre è disponibile una pagina per creare un itinerario, molto comoda se si vuole trovare velocemente il modo di spostarsi da una città all'altra usando i mezzi pubblici.		Lombardiatour	http://www.lombardiatour.it/	
http://www.dati.gov.it/content/bibliosmart-0	Italy	Roma Capitale 			IT	Android, iOS		Con BiblioSmart le tue biblioteche sono sempre con te (a casa, per strada, in ufficio, …), aperte h24 , propositive e coinvolgenti:- guarda la “vetrina” con tutte le nuove proposte di lettura, le news e gli eventi culturali in programma- puoi aggiungere al tuo calendario le iniziative che ti interessano e a cui pensi di partecipare- il catalogo on-line del Sistema Bibliotecario dell’Istituzione Biblioteche di Roma Capitale è a tua disposizione, fai una ricerca e, verifica se libri, ebook o altri documenti sono disponibili- puoi prenotare il prestito dei libri e poi passare a ritirarli nella tua biblioteca- una novità è la possibilità di prendere in prestito un ebook, scaricarlo subito e iniziare a leggerlo sul tuo dispositivo- è possibile cancellare richieste e prenotazioni che non ti interessano più, prorogare online un prestito di libri “cartacei” (entro la data di scadenza) e suggerire nuovi acquisti- nel tuo dispositivo, puoi selezionare le tue biblioteche preferite e così avere in evidenza se un documento che hai cercato è posseduto proprio da una di loro- sono a tua disposizione le informazione sulle biblioteche ( servizi/orari ) e puoi localizzarle sulla mappa e avere precise indicazioni sul percorso- salvare sul tuo dispositivo una bibliografia e sincronizzarla con BiblioTU- la tua situazione lettore (prestiti, prenotazioni e richieste in corso) è sempre a tua disposizione- se hai dubbi o hai bisogno di consigli, approfondimenti, indicazioni, … puoi porre domande ai bibliotecariIl tutto comodamente dal tuo iPhone/iPad.Installa BiblioSmart sul tuo smartphone o tablet e prova la lettura degli ebook …. presto troverai altre novità.v1.1: aggiunti gli appuntamenti in vetrina ed alcune ottimizzazioni di performance.Sito web del Produttore Data Management PA Solutions S.p.A.: http://www.sebina.it/SebinaNet/home.do?cdArticle=bibliotu		BiblioSmart	https://itunes.apple.com/it/app/bibliosmart/id580166025?mt=8	
http://www.dati.gov.it/content/vvf-norme	Italy	Corpo Nazionale dei Vigili del Fuoco			IT	Android		L'App VVF Norme consente la ricerca, il download e la consultazione dei principali testi normativi riguardanti la prevenzione incendi e la sicurezza sul lavoro.Tramite Ricerca Norme Online e' possibile ricercare e scaricare le norme aggiornate dal database curato dalla Direzione Centrale per la Prevenzione e Sicurezza Tecnica.Con la funzionalita' Consulta Norme Offline e' possibile visualizzare la lista delle norme di cui si e' effettuato in precedenza il download sul dispositivo.Da questa lista i testi possono essere consultati direttamente senza aver bisogno di una connessione attiva.La lista puo' essere ordinata per comodita' secondo diversi criteri elencati nel menu' scorrevole orizzontalmente, situato a pie' di pagina.		VVF Norme	https://play.google.com/store/apps/details?id=vvf.norme	
http://www.dati.gov.it/content/vvf-contatti-0	Italy	Corpo Nazionale dei Vigili del Fuoco			IT	Android		L'applicazione fornisce i contatti (indirizzo, telefono, email) di tutte le sedi dei Vigili del Fuoco in Italia.Si ha la possibilità di filtrare il risultato per regione, provincia e tipologia di sede. E' inoltre possibile effettuare una ricerca con testo libero.Una volta selezionata la sede si potrà interagire con essa tramite un menù contestuale per effettuare una chiamata, mandare una email o visitare il sito web.L'applicazione consente, per chi dispone di un accesso internet, di calcolare il percorso dal punto in cui ci si trova fino alla sede prescelta.		VVF Contatti	https://play.google.com/store/apps/details?id=vvf.contatti	
http://www.dati.gov.it/content/kemler-onu	Italy	Corpo Nazionale dei Vigili del Fuoco			IT	Android, iOS		L'applicazione è del tutto gratuita, non richiede un collegamento ad internet e serve a comprendere il significato dei codici riportati sulle targhe con sfondo arancione poste sui mezzi che trasportano le merci pericolose (il codice Kemler ed il numero ONU).Non è noto a tutti, infatti, che il codice posto nella parte superiore della targa (il codice Kemler) indica il tipo di pericolo relativo alla sostanza trasportata (ad esempio, infiammabile, esplosiva ecc.) e che il numero ONU posto nella parte inferiore identifica la sostanza (ad esempio, butano, benzene ecc.).L'iniziativa rientra tra le attività del Dipartimento dei Vigili del fuoco, del soccorso pubblico e della difesa civile che vedono nella diffusione della cultura della sicurezza uno degli strumenti necessari per rendere più sicura la collettività, in questo caso rendendo noto al pubblico il tipo di rischio connesso alle sostanze trasportate.Il programma è stato realizzato come una prima fonte di informazioni e non sostituisce gli strumenti di gestione del rischio espressamente rivolti al settore professionale.		Kemler-ONU	http://itunes.apple.com/it/app/kemleronu-vv.f./id438755159?mt=8	
http://www.dati.gov.it/content/infopratica	Italy	Corpo Nazionale dei Vigili del Fuoco			IT	Android		Il Corpo Nazionale dei Vigili del Fuoco svolge le attività istituzionali di soccorso tecnico urgente e di prevenzione dei rischi di incendio. Quest’ultima attività si esplica attraverso l’attività amministrativa di prevenzione incendi, che prevede l'esame dei progetti e la verifica ispettiva presso le attività caratterizzate da rischio elevato.Nel corso del 2011, con il D.P.R. 151/11 (Regolamento di semplificazione dei procedimenti di prevenzione incendi), il Corpo Nazionale ha introdotto notevoli innovazioni procedurali, per coniugare l’esigenza di riduzione degli oneri sulle imprese perseguendo il primario obiettivo di mantenere inalterato il livello di sicurezza nei luoghi di lavoro.Con la APP INFOpratica i Vigili del Fuoco potenziano i canali comunicativi verso l’utenza, per migliorare trasparenza e semplificazione amministrativa. I cittadini e le imprese che hanno presentato una domanda di prevenzione incendi al Comando provinciale dei Vigili del Fuoco possono, infatti, accedere alla consultazione di utili informazioni riguardo la propria richiesta (ad esempio sullo stato di avanzamento del procedimento, il tecnico incaricato dell’istruttoria tecnica o sul certificato di prevenzione incendi) in tempo reale ed in condizioni di mobilità, servendosi del Numero Pratica e PIN di sicurezza rilasciati dal Comando VVF.		INFOpratica	https://play.google.com/store/apps/details?id=vvf.cpi&hl=it	
http://www.dati.gov.it/content/vvf-pim	Italy	Corpo Nazionale dei Vigili del Fuoco			IT	Android		Il Corpo Nazionale dei Vigili del Fuoco svolge le attività istituzionali di soccorso tecnico urgente e di prevenzione dei rischi di incendio. Quest’ultima attività si esplica attraverso l’attività amministrativa di prevenzione incendi, che prevede l'esame dei progetti e la verifica ispettiva presso le attività caratterizzate da rischio elevato.Nel corso del 2011, con il D.P.R. 151/11 (Regolamento di semplificazione dei procedimenti di prevenzione incendi), il Corpo Nazionale ha introdotto notevoli innovazioni procedurali, per coniugare l’esigenza di riduzione degli oneri sulle imprese perseguendo il primario obiettivo di mantenere inalterato il livello di sicurezza nei luoghi di lavoro.Nella APP VVF PIM è stata realizzata una serie di servizi per indirizzare l’utenza nella corretta applicazione del nuovo regolamento di prevenzione incendi.Le funzionalità messe a disposizione sono:- Consultazione delle nuove attività soggette ai controlli e relative tariffe;- Conversione delle attività esistenti nella nuova classificazione;- Calcolo dell'importo di una procedura di Prevenzione Incendi;- FAQ (Frequently Asked Questions) di Prevenzione Incendi;- Numeri C/C per il pagamento dei servizi;Per questi e altri altri servizi consultare il sito:http://www.vigilfuoco.it		VVF PIM	https://play.google.com/store/apps/details?id=vvf.pim&hl=it	
http://www.dati.gov.it/content/live-lodi-1	Italy	Comune di Lodi			IT	Android, iOS		L'APP per vivere la città di Lodi con informazioni sempre aggiornate sugli eventi, le news, i servizi al cittadino, le attività produttive e tutto quanto Lodi può offrire. Un'app semplice e immediata, utile sia per un turista che per un cittadino lodigiano		Live in Lodi	https://itunes.apple.com/us/app/live-in-lodi/id571995731?l=it&ls=1&mt=8	
http://www.dati.gov.it/content/prato	Italy	Comune di Prato			IT	iOS		I tesori di Prato. Le chiese, i palazzi storici e i musei della città di Prato sul tuo iPhone. L’app ufficiale del comune di Prato ti svelerà la storia e le attrattive di questa città, accompagnandoti tra le vie del centro storico. I punti di interesse, corredati da commento audio, immagini e approfondimenti, vengono mostrati sia su mappa che mediante elenco alfabetico. A seconda del tipo di visita che vuoi fare, potrai scegliere tra i luoghi da vedere nelle vicinanze o seguire un tema specifico, scoprendo quali sono le cose da vedere.Tre modalità di visita:Esplora: percorso libero tra tutti i punti di interesse della cittàQui vicino: guida ai luoghi da visitare nelle immediate vicinanzeTemi: 4 percorsi tematiciOrganizzata come un’audiovideoguida, l’app è una guida tecnologica per la scoperta del grande patrimonio storico-artistico di questa importante città toscana.		Prato	https://itunes.apple.com/it/app/prato/id557833328?mt=8	
http://www.dati.gov.it/content/epart-comune-di-udine	Italy	Comune di Udine			IT	Web		Lo strumento a tua disposizione per comunicare agli uffici del Comune un disservizio, un disagio, un problema, verificandone sul  web la conclusione.Come funzionaOgni segnalazione viene classificata  in precise categorie e trasmessa agli uffici competenti;  ogni segnalazione ha un ciclo di vita che prevede diversi stati:In approvazione – la segnalazione è stata inserita dal cittadino ed è in attesa di approvazione da parte dell'ufficio. La segnalazione diviene visibile online solo dopo un primo accertamento da parte dell'ufficio.Rigettato – la segnalazione non è stata ritenuta idonea ed è stata rigettata dall'ufficio responsabile (possibili cause: linguaggio non consono, competenza di altra Pubblica Amministrazione, ecc.).In carico – la segnalazione è stata approvata e trasmessa all’ufficio responsabile.Lavori in corso – sono in corso le attività per risolvere il problema.Sospeso – l’iter della segnalazione è stato momentaneamente sospeso (es. l’ufficio è in attesa di una necessaria autorizzazione da parte di altro ente).Risolto – la segnalazione è stata risolta.		ePart Comune di Udine	http://www.epart.it/udine	
http://www.dati.gov.it/content/lecce-citt%C3%A0-wireless	Italy	Comune di Lecce			IT	Android, iOS, Web		L'Amministrazione Comunale di Lecce ha avviato il servizio di accesso alla rete con la creazione di isole Wi-Fi, distribuite in vari punti strategici della città. Dopo un primo esperimento sviluppato in collaborazione con Telecom, oggi il Comune di Lecce, attraverso INFOCITY - Infomobilità Intelligente a Servizio dei Cittadini, programma che vede il coinvolgimento fattivo di Unione Europea, Presidenza del Consiglio / Dipartimento per gli Affari Regionali (DAR) e Regione Puglia, sta realizzando uno tra i più importanti progetti di infrastruttura wireless a livello nazionale, attivando un numero considerevole di punti di accesso alla rete Wi-Fi e permettendo così agli utenti in città di accedere gratuitamente alla rete internet.		Lecce città wireless	http://www.leccecittawireless.it/site/	
http://www.dati.gov.it/content/il-comune-tasca	Italy	Comune di Trento 			IT	Android, iOS		Il Comune in tasca” è la guida ai servizi ed alle informazioni turistiche dei comuni trentini. In questa prima versione i contenuti sono limitati al Comune di Trento, ma l’app è predisposta a presentare le informazioni di tutti i Comuni che aderiranno all’iniziativa.Funzionalità:- guida agli sportelli comunali aperti al pubblico- guida ai servizi (accessibilità, viabilità e trasporti, farmacie, etc)- informazioni turistiche sui luoghi e itinerari cittadini di particolare interesse		Il Comune in tasca	http://itunes.apple.com/us/app/il-comune-in-tasca/id558799590?ls=1&mt=8	
http://www.dati.gov.it/content/app-arpav-balneazione	Italy	ARPAV			IT	Android, iOS		Consulta la situazione della balneabilità per le coste venete, il lago di Garda e gli altri corpi idrici della regione. Una volta selezionata la località d’interesse, il colore delle bandierine attribuito ad ogni punto di rilevamento ti darà immediata indicazione sulla balneabilità.		App ARPAV Balneazione	http://itunes.apple.com/it/app/id549492416?mt=8	
http://www.dati.gov.it/content/app-arpav-meteo	Italy	ARPAV			IT	Android, iOS		Consulta le previsioni meteo per il Veneto. Potrai conoscere il tempo previsto nel tuo comune per i prossimi 4 giorni, informandoti su stato del cielo, temperature e precipitazioni previste. Attraverso il bollettino regionale potrai conoscere il tempo previsto per tutta la regione o, più in dettaglio, le previsioni per la pianura o la montagna consultando i bollettini specifici.		App ARPAV Meteo	http://itunes.apple.com/it/app/app-arpav-meteo/id524713080?mt=8	
