app_detail_url	country	created_for	data_sources	developers	lang	platforms	source_code_url	summary	technology	title	url
http://www.data.gov/applications?q=&currentpage=2	United States				EN			Access hundreds of frequently asked questions related to education. (En Español is Respuestas.ED.gov)		Answers.ED.gov	http://apps.usa.gov/answers-ed-gov/	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			Aqueduct's global water risk mapping tool helps companies, investors, governments, and other users understand where and how water risks and opportunities are emerging worldwide.		Aqueduct	http://aqueduct.wri.org/	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			Focusing on the linkages between food security and development in the Arab world, this interactive platform provides access to quality data on 22 countries.   Indicators are available at the national, subnational, regional, and pixel levels.		Arab Spatial Development	http://www.arabspatial.org/	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			Ask Karen from your desktop or laptop. You can get answers to your food safety questions while at the grocery store, farmers market, in your kitchen, or while at your barbecue grill.		Ask Karen	http://apps.usa.gov/ask-karen.shtml	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			The Atlas of Rural and Small-Town America assembles statistics on four broad categories of socioeconomic factors including: People, Jobs, Agriculture and County classifications.		Atlas of Rural and Small-Town America	http://www.ers.usda.gov/data-products/atlas-of-rural-and-small-town-america.aspx	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			The Avian Knowledge Network (AKN) is an international organization of government and non-government institutions focused on understanding the patterns and dynamics of bird populations across the Western Hemisphere. The goal is to educate the public on the dynamics of bird populations, provide interactive decision-making tools for land managers, make available a data resource for scientific research, and advance new exploratory analysis techniques to study bird populations.		Avian Knowledge Network	http://www.avianknowledge.net/content/	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			aWhere transforms how global development initiatives are managed and monitored. aWhere’s location intelligence data management platform enables integration of complex agricultural, environmental and public health data into local, actionable insight.		aWhere	http://www.awhere.com/en-us	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			Sometimes, finding a convenient ballot box is almost as challenging as deciding how to vote. That’s why Oregon created its Ballot Drop Box locator. Type in an address or zoom in to find local drop boxes and their schedules. (Powered by Oregon data.)		Ballot Drop Box	http://ballotdrop.org/ 	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			Search for individual citations from journal articles that have been published using data from the National Education Longitudinal Study of 1988 and Education Longitudinal Study of 2002.		Bibliography Search Tool	http://nces.ed.gov/bibliography/	
http://www.data.gov/applications?q=&currentpage=2	United States				EN			BIKESAFE provides practitioners with the latest information available for improving the safety and mobility of those who bicycle. BIKESAFE's resources include an overview of bicycling in today's transportation system and information about bicycle crash factors and analysis and selecting and implementing bicycling improvements. BIKESAFE's tools allow users to select appropriate countermeasures or treatments to address specific bicycling objectives or crash problems.		Bicycle Countermeasure Selection System (BIKESAFE)	http://www.bicyclinginfo.org/bikesafe/	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			Spatial planning application to analyze potential scenarios for developing biomass power or biofuel facilities.		BioEnergy Atlas	http://maps.nrel.gov/bioenergyatlas/	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			Map of Biomass Facilities.		Biomass Facilities	http://en.openei.org/wiki/Map_of_Biomass_Facilities	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			This demo shows the percentage of households in each state with broadband Internet access, out of the total number of (urban and rural) households with home Internet access. The percentage is computed by urban home broadband + rural home broadband / urban home total + urban home total.		Broadband Adoption Urban Vs Rural in 2009	http://data-gov.tw.rpi.edu/wiki/Demo:_Broadband_Internet_Use_versus_Total_Internet_Use_-_United_States_Households,_2009	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			Buildingrating.org provides a searchable library of documents and resources to aid with building energy efficiency ratings and evaluation.  A map of existing domestic and international policies provides links to pre-defined queries of local, state, and federal policy documents.		Building Rating.org	http://www.buildingrating.org/ammap	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			This database contains information on appliances that meet California’s energy efficiency standards. Searchable fields include appliance category, manufacturer, brand, model number, and energy performance. Efficiency data reported varies by appliance type (example: Heat pump(SEER and HSPF), Lighting products (lumens/watt), Fans (CMF/watt)).		California Appliance Efficiency Database	http://www.appliances.energy.ca.gov/QuickSearch1024.aspx	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			This consultant report for the California Energy Commission presents the findings of a 2006 survey that was conducted to assess the utilization of energy by the commercial sector in the State of California.  The report details the survey methodology, data collected, and modeling and simulations that were conducted on the data generated from the survey.		California Commercial Energy End-Use Survey (CEUS)	http://www.energy.ca.gov/ceus/	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			The Database for Energy Efficient Resources (DEER) provides information on a comprehensive group of energy efficiency measures commonly installed in the residential and nonresidential market sectors. The database contains estimates of a measure’s natural gas and electrical gross impacts, incremental cost, and effective useful life. The savings estimates are based on either engineering calculations, building simulations, measurement studies and surveys, econometric regressions, or a combination of approaches. The DEER data serves as a starting point in the planning and forecasting of the impacts and cost-benefits analysis of energy efficiency programs in California. DEER datasets provide input data for running simulations on relative impact of technology implementation and scale of use in varying buildings or facilities.  Accordingly the DEER database has datasets in varying temporal resolutions, multiple energy and resource units, and includes weather/climate related variables for technologies that are weather-dependent.		California Database for Energy Efficiency Resources (DEER)	http://www.deeresources.com/index.php	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			The California Energy Consumption Data Management System provides searchable dataset to highlight energy consumption (electricity and natural gas) by entity (utility type and sector), by county and sector, and planning area and sector.  Data reported in million kWh and million of therms per year.		California Energy Consumption Data Management System	http://www.ecdms.energy.ca.gov/	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			CHIS is the nation's largest state health survey. A random-dial telephone survey conducted every two years on a wide range of health topics, CHIS data gives a detailed picture of the health and health care needs of California's large and diverse population.More than 50,000 Californians - including adults, teenagers and children - are surveyed by CHIS. Participants in the CHIS survey are chosen at random and the sample is extensive enough to be statistically representative of California's diverse population. CHIS is especially known for its hard-to-find data on ethnic subgroups.		California Health Interview Survey	http://healthpolicy.ucla.edu/chis/Pages/default.aspx	
http://www.data.gov/applications?q=&currentpage=3	United States				EN			The "Craigslist" for current and aspiring entrepreneurs to get all the information to start and establish a local business. This app offers access to licensing and permit information, financing options, business proposals, and federal grants and awards for the area.		CapitaList	http://capitalist.codeplex.com/	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			The Carbon Cycle 2.0 website is a collaborative site generated by Lawrence Berkeley National Lab that provides a portal for consumers, researchers, and the general public to provide information on research related to energy and carbon emission reduction topics.		Carbon Cycle 2.0	http://carboncycle2.lbl.gov/	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			Carbon dioxide data: archival data for the World Ocean Circulation Experiment (WOCE) and the Joint Global Ocean Flux Study (JGOFS) CO2 measurements.		Carbon Dioxide Information Analysis Center (CDIAC)	http://cdiac.esd.ornl.gov/home.html	
http://www.data.gov/applications?q=&currentpage=4	United States				EN					Checkitnsee (Superfunds)	http://checkitnsee.com/	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			CHEMM enables first responders, first receivers, other healthcare providers, and planners to plan for, respond to, recover from, and mitigate the effects of mass-casualty incidents involving chemicals. CHEMM provides a comprehensive, user-friendly, web-based resource that is also downloadable in advance, so that it would be available during an event if the internet is not accessible		Chemical Hazards Emergency Medical Management (CHEMM)	http://www.chemm.nlm.nih.gov/download.htm	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			Chicago Public School Tiers shows a student’s change of getting into one of the city’s top, selective schools based on the student’s address. (Power by Chicago city data.)		Chicago Public School Tiers	http://cpstiers.opencityapps.org	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			Use this locator to find a child safety seat inspection station nearest you. Certified technicians will inspect your child safety seat and show you how to correctly install and use it.		Child Safety Seat Inspections Station Locator	http://bit.ly/childsafetyseats	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			Calculator that compares the emissions of a combined heat and power system to separate heat and power systems.		CHP Calculator	http://www.epa.gov/chp/basic/calculator.html	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			Explore and learn about the city of Albuquerque with news, the latest issues, and coupons for local events(Powered by Albuquerque city data).		City of Albuquerque	http://sdi-apps.com/download-the-app-here	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			The City of Chicago Open Data Portal provides access to a wide variety of public data, including public safety data.		City of Chicago Public Safety Data	https://data.cityofchicago.org/browse?category=Public+Safety	
http://www.data.gov/applications?q=&currentpage=4	United States				EN			TThis map shows the ozone levels across the U.S. Clicking on a dot brings up detailed information about the ozone measurements for that area over time. The ozone values shown are taken from dataset 8, "Clean Air Status and Trends Network (CASTNET); Ozone" released by the Environmental Protection Agency. The faceted browsing in this demo uses the Exhibit framework developed by the Simile Project at MIT.		Clean Air Status and Trends Network (CASTNET)	http://java.epa.gov/castnet/clearsession.do	
http://www.data.gov/applications?q=&currentpage=5	United States				EN					Clean Air Status–Ozone	http://epa.gov/castnet/javaweb/ozone.html	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			Map of International Clean Energy Companies – you can add your own company if it is not already there!		Clean Energy Companies	http://en.openei.org/wiki/Map_of_Clean_Energy_Companies	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			Planning application for campuses to estimate how technologies will help reduce greenhouse gas emissions.		Climate Action Planning Tool	http://www.nrel.gov/applying_technologies/planning_tool/	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			Changes in Mean Sea Level (MSL), either a sea level rise or sea level fall, have been computed at 128 long-term water level stations using a minimum span of 30 years of observations at each location. Measurements are averaged by month to remove the effect of higher frequency phenomena. The trend analysis has also been extended to a network of global tide stations.		Climatic Sea Level Trends	http://tidesandcurrents.noaa.gov/sltrends/sltrends.shtml	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			Map of U.S. state-level coal production with detailed statistics available.		Coal Origin Map	http://www.eia.gov/cneaf/coal/page/coaldistrib/coalorigin.html	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			The College Affordability and Transparency Center includes information for students, parents, and policymakers about college costs at America’s colleges and universities.		College Affordability and Transparency Center	http://collegecost.ed.gov/catc/Default.aspx	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			The College Navigator increases transparency around college costs and let's you find information about tuition and net prices at postsecondary institutions.		College Cost and Transparency	http://collegecost.ed.gov/	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			College Navigator is your direct link to nearly 7,000 colleges and universities in the United States.		College Navigator	http://nces.ed.gov/collegenavigator/	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			A national collaborative effort to develop voluntary, common data standards for a key set of education data elements to streamline the exchange and comparison of data across institutions and sectors.		Common Education Data Standards	http://ceds.ed.gov/	
http://www.data.gov/applications?q=&currentpage=5	United States				EN			The Community Energy Tools and Resources wiki provides access to articles about tools and resources for community energy planning and transformation.		Community Energy Tools and Resources	http://en.openei.org/wiki/Community_Energy_Tools_and_Resources	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			The mission of the U.S. Department of Agriculture Food and Nutrition Service (FNS) is to provide children and needy families better access to food and a more healthful diet through its food assistance programs and comprehensive nutrition education efforts. These dataset provides a summary of all the FNS School Food Program combined into one dataset. It contains cash payments and commodity costs for the National School Lunch Program, School Breakfast Program and the Special Milk Program.		Cost of subsidized meals and school milk programs	https://explore.data.gov/Health-and-Nutrition/Cost-of-subsidized-meals-and-school-milk-programs/efan-bkk3	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			Interactive map and energy data for 217 countries.		Country Energy Profiles Map	http://www.eia.gov/countries/	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			An interactive website providing access to 50 state reports with rankings of each county within each state according to its health outcomes and health determinants. The County Health Rankings are a key component of the Mobilizing Action Toward Community Health (MATCH) project. MATCH is a collaboration between the Robert Wood Johnson Foundation and the University of Wisconsin Population Health Institute. Read about the project and then examine the MATCH State Data file [XLS - 3 MB]		County Health Rankings	http://www.countyhealthrankings.org/about-project	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			The CFPB maintains a database of credit card agreements from more than 300 card issuers.		Credit Card Agreement Database	http://www.consumerfinance.gov/credit-cards/agreements/	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			Crime in Chicago is an interactive analysis of crime in Chicago’s 50 wards. (Powered by Chicago city data.)		Crime in Chicago	http://crime.chicagotribune.com/chicago/	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			Looking for information about a specific neighborhood? Get the inside scoop on crimes reported in cities across the country and commute times and routes.  Just navigate to your city and find information about crime and commuter issues in your neighborhood.		Crime Maps	http://www.trulia.com/crime/	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			The global Crop Explorer provided by USDA’s Foreign Agricultural Service enables global food supply monitoring, and allows users to explore by crop or region.		Crop Explorer	http://www.pecad.fas.usda.gov/cropexplorer/	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			Cropscape is a geospatial portal depicting planted crop area in the U.S.		CropScape	http://nassgeodata.gmu.edu/CropScape/	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			A daily graphical review of four U.S. regions’ electricity prices using Regional Transmission Organization (RTO) information.		Daily Real-Time, Day-Ahead, and Forecasted Prices and Loads	http://ferc.gov/market-oversight/market-oversight.asp	
http://www.data.gov/applications?q=&currentpage=6	United States				EN			A series of tools for the assessment of energy performance in data centers.		Data Center Assessment Tools	http://hightech.lbl.gov/dc-assessment-tools.html	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			DSIRE is a database of existing federal, state, and local incentives to implement energy efficiency and renewable energy technology for all 50 states, Washington DC, and US territories. DSIRE provides some data analysis (summary visualization) of incentives that are offered by federal, state, and local government entities.		Database of State Incentives for Renewables & Efficiency (DSIRE)	http://www.dsireusa.org/	
http://www.data.gov/applications?q=&currentpage=7	United States				EN					DataMasher	http://www.datamasher.org/	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			This web site is intended to tap the abundant information available about earthquakes from the people who actually experience them. By taking advantage of the vast numbers of Internet users, we can get a more complete description of what people experienced, the effects of the earthquake, and the extent of damage, than traditional ways of gathering felt information. And best of all, with your help we can do so almost instantly.		Did You Feel It?	http://earthquake.usgs.gov/earthquakes/dyfi/	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			Engage in activities that will help you make sense of stories, events, and ideas of the past using documents from the holdings of the US National Archives.		DocsTeach	http://apps.usa.gov/docsteach.shtml	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			Connect with cancer (or other medical condition) clinical trial researchers near you.		Dory 2.0	http://dory.trialx.com	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			e-Afghan Ag provides credible relevant information to those helping farmers in Afghanistan with factsheets, videos and other extension based tools from over 50 institutions that can be accessed via the web or remote application on your tablet device.		e-Afghan AG	http://www.afghanag.ucdavis.edu/	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			Looking for a popular restaurant nearby? A hotel without code violations to stay at? Eat Sleep Shop for your iPhone/iPad is here to help. Search for places to eat, shop & sleep and then read customer reviews as well as health, safety & labor highlights as a consumer in the know.		Eat, Shop, Sleep	https://sites.google.com/site/eatshopsleepdol/	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			The Electricity Data Browser allows users to choose reports, which correspond to the chapters in the Electric Power Monthly, and view filtered datasets.		Electricity Data Browser	http://www.eia.gov/beta/enerdat/	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			Map of Electricity Prices in the U.S.		Electricity Prices	http://en.openei.org/wiki/File:Electricity_Price_Map.jpg	
http://www.data.gov/applications?q=&currentpage=7	United States				EN			The Electricity Sector Information Sharing and Analysis Center serves the electricity sector by facilitating communications between electricity sector participants, federal governments, and other critical infrastructures. It is the job of the ES-ISAC to promptly disseminate threat indications, analyses, and warnings, together with interpretations, to assist electricity sector participants take protective actions. (from ES-ISAC website)  ES-IAC is maintained by NERC.		Electricity Sector Information Sharing and Analysis Center (ES-ISAC)	http://www.nhtsa.gov/Research/Databases+and+Software/FMVSS+No.+126+Electronic+Stability+Control+Systems	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			The NHTSA Office of Vehicle Safety Compliance utilizes MATLAB routines for post process yaw rate and lateral acceleration data collected during compliance testing to verify that tested vehicles meet the requirements of FMVSS No.126. Critical filtering and processing requirements are specified in the standard. The MATLAB routines used by NHTSA contracted test labs can be accessed below. The main program is a Graphical User Interface written in MATLAB’s programming language and is a windows based program.		Electronic Stability Control Systems Evaluation Software (MATLAB)	http://www.nhtsa.gov/Research/Databases+and+Software/FMVSS+No.+126+Electronic+Stability+Control+Systems	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			The first 30 minutes of a transportation emergency involving hazardous materials is critical. ERG2012 quickly puts HAZMAT safety guidance into the hands of first responders.		Emergency Response Guidebook 2012 Mobile App	http://www.phmsa.dot.gov/portal/site/PHMSA/menuitem.ebdc7a8a7e39f2e55cf2031050248a0c/?vgnextoid=dbf6ac81d8e4c310VgnVCM1000001ecb7898RCRD&vgnextchannel=d248724dd7d6c010VgnVCM10000080e8a8c0RCRD&vgnextfmt=print	
http://www.data.gov/applications?q=&currentpage=8	United States				EN					Employment Market Explorer	http://pujaplicaciones.javeriana.edu.co/Employment/	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			An energy apps gallery sponsored by the U.S. Department of Energy and developed by the National Renewable Energy Laboratory.		Energy Apps Gallery	http://en.openei.org/apps/	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			Visualization of per capita energy consumption across all sectors of the economy for each state.		Energy Consumption per Capita by State	http://energy.gov/maps/2009-energy-consumption-person	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			Benchmarking application for commercial buildings allowing users to compare their energy use to national average.		Energy Index for Commercial Buildings	http://buildingsdatabook.eren.doe.gov/CBECS.aspx	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			A searchable database of domestic and international open government datasets, including energy-related datasets.		Energy Open Government Dataset Catalog	http://logd.tw.rpi.edu/demo/us_open_government_dataset_catalog_serach	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			A tool to find energy projects under development in different parts of the country.		Energy Projects Near You	http://ferc.gov/for-citizens/projectsearch/SearchProjects.aspx	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			This app shows standard methods of using remote APIs to integrate information into a Metro interface using services provided by the SB. This app demonstrates the ease with which valuable information can be accessed and exposed on a mobile device.		Energy SBA	http://energysba.codeplex.com/	
http://www.data.gov/applications?q=&currentpage=8	United States				EN			ENERGY STAR is a joint program of the U.S. Environmental Protection Agency and the U.S. Department of Energy, helping us all save money and protect the environment through energy-efficient products and practices.		ENERGY STAR	www.energystar.gov	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			Benchmarking application to compare building energy performance to comparable building classes.		EnergyIQ	http://energyiq.lbl.gov/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			Entree is a data entry and validation application, for the Microsoft Windows XP platforms, developed for the express purpose of assembling data-rich crash test data sets. The NHTSA Office of Crashworthiness Research is making this software available to its contractors, test sites, and the public in order to facilitate the receipt, processing and exchange of this data.		Entree for Windows (Crash Analysis Software)	http://www.nhtsa.gov/Research/Databases+and+Software/Entree+for+Windows	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			The Exchange Network makes it easier to share environmental data.  States, Tribes, Territories, and EPA exchange large quantities of data about the environment.  This information helps policymakers, interest groups, and the public understand environmental problems, make informed decisions, and follow regulations.		EPA Environmental Information Exchange Network	http://www.exchangenetwork.net/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			Browse the EPA Newsroom, learn about your environment, check out Greenversations (the EPA blog), contact the Environmental Protection Agency, and much more — all from your mobile device.		EPA Mobile	http://apps.usa.gov/epa-mobile/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			This open web portal demonstrates a global data-sharing platform that brings worldwide agricultural public and/or private data together and aggregates agricultural information into a single repository, relevant to a specific country. The project uses Ethiopia as a starting point, and covers information relevant to a variety of use cases, including call centers, agriculture extension services, and educational institutions.		Ethiopia Toto Agriculture Portal	http://ethiopia.totoagriculture.org/TotoAgriculture.aspx?homecountry=Ethiopia&homecity=Adis%20Abeba	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			The Every Thing For The Entrepreneur app makes scanning SBIR opportunities a breeze. You can flip through the solicitations and save the ones of interest for later use.		Every Thing for the Entrepreneur	http://www.etfte.com/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			eXtension is an interactive learning environment delivering the best, most researched knowledge from the smartest land-grant university minds across America. eXtension connects knowledge consumers with knowledge providers—experts like you who know their subject matter inside out.		eXtension	http://www.extension.org/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			Provides annual and monthly exceedance probability statistics for select CO-OPS water level stations with at least 30 years of data. This information may also be instrumental in planning for the possibility of dangerously high or low water events on a local level.		Extreme Water Level Statistics	http://tidesandcurrents.noaa.gov/est/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			EyeNote® is a free mobile device application to identify denominations of Federal Reserve Notes (U.S. paper currency) as an aid for the blind or visually impaired.		EyeNote®	http://www.eyenote.gov/	
http://www.data.gov/applications?q=&currentpage=9	United States				EN			Farm Defenders is an educational 3D farm simulation game spanning the entire continent of Africa for extension services. Create farms in every environment, from the lush tropics to the barren deserts. Grow your crops and become wealthy all while preventing disease, pests, and maximizing yield using real-life African farming techniques. The simulation is realistic to the details of the local soil type, weather, and natural challenges.		Farm Defenders	http://farmdefenders.com/	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			The USDA National Farmers Market Directory, maintained by AMS Marketing Services, is designed to provide members of the public with convenient access to information about U.S. farmers market locations, directions, operating times, product offerings, and accepted forms of payment.		Farmers Market directory	http://search.ams.usda.gov/farmersmarkets/	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			The Federal Communications Commission (FCC) Broadband Test application provides consumers with information about the quality and speed of their mobile data connection.		FCC Mobile Broadband Test	http://apps.usa.gov/fcc-mobile-broadband-test/	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			The mission of the United States Department of Agriculture Food and Nutrition Service (FNS) is to provide children and needy families better access to food and a more healthful diet through its food assistance programs and comprehensive nutrition education efforts. These dataset provides a summary of all the FNS School Food Program combined into one dataset. It contains cash payments and commodity costs for the National School Lunch Program, School Breakfast Program and the Special Milk Program.		Federal Cost of School Food Program Data	https://explore.data.gov/Health-and-Nutrition/Federal-Cost-of-School-Food-Program-Data/ysmn-j7g2	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			Based on Federal Cost of School Food Program Data. The mission of the United States Department of Agriculture Food and Nutrition Service (FNS) is to provide children and needy families better access to food and a more healthful diet through its food assistance programs and comprehensive nutrition education efforts. These dataset provides a summary of all the FNS School Food Program combined into one dataset. It contains cash payments and commodity costs for the National School Lunch Program, School Breakfast Program and the Special Milk Program.		Federal Cost of School Food Programs by Fiscal Year	https://explore.data.gov/Health-and-Nutrition/Federal-Cost-of-School-Food-Programa-by-Fiscal-Yea/atrh-rxp6	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			This website provides reports on and access to a public dataset of natural gas storage fields in the US.  Projects that have filed applications with FERC to develop new natural gas storage fields are listed on the website.		FERC Natural Gas Storage	http://www.ferc.gov/industries/gas/indus-act/storage.asp	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			Help students and parents prepare for college or career school. The Toolkit provides federal student aid information and outreach tools for counselors, college access professionals, nonprofit mentors, and others.		Financial Aid Toolkit	http://financialaidtoolkit.ed.gov	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			Federally funded health centers care for you, even if you have no health insurance. You pay what you can afford, based on your income. Type in a ZIP code and click the "Find Centers" button to find health centers near you.		Find a Health Center	http://apps.usa.gov/find-a-health-center.shtml	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			Find public boat ramps to major lakes, rivers and streams, and Missouri Dept. of Conservation underwater fish structures that are habitat for fish. The geo-location feature lets you guide your boat up to your favorite fish attractor.		Find MO Fish	https://play.google.com/store/apps/details?id=com.phonegap.mdcmobile&hl=en	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			Fishery-Independent Survey System (FINSS) is a national system that characterizes NMFS ocean observation activities and data collection during the fishery-independent surveys, and provides up-to-date information to fishery scientists, managers and general public through flexible database querying, digital mapping and tabular reporting applications.		Fishery-Independent Survey System (FINSS)	http://www.st.nmfs.noaa.gov/st4/ifso/products_phase2.html	
http://www.data.gov/applications?q=&currentpage=10	United States				EN			FlyOnTime.us takes data from the Bureau of Transportation Statistics and combines them with weather information and user-generated content about airline security lines to give travelers an accurate look at expected wait times and travel conditions.		FlyOnTime.us	flyontime.us	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			Presents a spatial overview of food access indicators for low-income and other census tracts using different measures of supermarket accessibility; Provides food access data for populations within census tracts; and offers census-tract-level data on food access that can be downloaded for community planning or research purposes.		Food Access Research Atlas	http://www.ers.usda.gov/data-products/food-access-research-atlas.aspx	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			Map food deserts and view census tract-level statistics on population groups with low access to healthy food.		Food Desert Locator	http://www.ers.usda.gov/data-products/food-desert-locator/go-to-the-locator.aspx	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			Get a spatial overview of a community's ability to access healthy food and its success in doing so.		Food Environment Atlas	http://www.ers.usda.gov/FoodAtlas/	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			A fast, low cost, effective method to assess micro-nutrient deficiencies in a developing country on a household basis, while also allowing for an aggregation to a community or regional basis quickly and effectively.		Food Frequency Method Online	http://www.foodfrequencyonline.org/index	
